# Модель: gigachat3.1-10b-a1.8b
# Путь: D:\TEST_AI
# Среднее время ответа модели: 6.570 с
# Общее время ответов: 2772.554 с
# Минимальное время: 0.787 с
# Максимальное время: 14.811 с
# Количество обработанных файлов: 429
# Дата: 2026-03-31 16:58:55

Путь	Результат	Время_ответа_с
D:\TEST_AI\63724\4-1-03 Технол. и констр. решения\Раздел ПД № 3 Подраздел ПД № 3 Часть ПД № 2 ТКР3.2_ЛС .pdf	Документация: Проектная документация; Раздел: Технологические и конструктивные решения линейного объекта. Искусственные сооружения; Заказчик: Государственное казенное учреждение Московской области «Дирекция дорожного строительства»; Исполнитель: ; Проект: ; Объект: Строительство транспортной развязки в одном уровне на пересечении автомобильных дорог М-9 «Балтия» и «Аносино-Покровское» в городском округе Истра Московской области	5.975
D:\TEST_AI\63724\4-1-03 Технол. и констр. решения\Раздел ПД № 3 Подраздел ПД № 3 Часть ПД № 3 ТКР3.3_НО.pdf	Документация: Проектная документация; Раздел: Технологические и конструктивные решения линейного объекта. Искусственные сооружения; Заказчик: Государственное казенное учреждение Московской области «Дирекция дорожного строительства» ГКУ Московской области «ДДС»; Исполнитель: ; Проект: 0602-ТКРЗ.3; Объект: Строительство транспортной развязки в одном уровне на пересечении автомобильных дорог М-9 «Балтия» и «Аносино-Покровское» в городском округе Истра Московской области	7.089
D:\TEST_AI\63724\4-1-03 Технол. и констр. решения\Раздел ПД № 3 Подраздел ПД № 3 Часть ПД № 4 ТКР3.4_ЛЭП.pdf	Документация: Проектная документация; Раздел: Технологические и конструктивные решения линейного объекта. Искусственные сооружения; Заказчик: Государственное казенное учреждение Московской области «Дирекция дорожного строительства»; Исполнитель: ; Проект: ; Объект: Строительство транспортной развязки в одном уровне на пересечении автомобильных дорог М-9 «Балтия» и «Аносино-Покровское» в городском округе Истра Московской области	6.042
D:\TEST_AI\63724\4-1-03 Технол. и констр. решения\Раздел ПД № 3 Подраздел ПД № 3 Часть ПД № 5 ТКР3.5_СПС.pdf	Документация: Проектная документация; Раздел: Технологические и конструктивные решения линейного объекта. Искусственные сооружения; Заказчик: Государственное казенное учреждение Московской области «Дирекция дорожного строительства» ГКУ Московской области «ДДС»; Исполнитель: ; Проект: ; Объект: Строительство транспортной развязки в одном уровне на пересечении автомобильных дорог М-9 «Балтия» и «Аносино-Покровское» в городском округе Истра Московской области	6.504
D:\TEST_AI\63724\4-1-03 Технол. и констр. решения\Раздел ПД № 3 Подраздел ПД № 4 ТКР4_ОДД.pdf	Документация: Проектная документация; Раздел: Технологические и конструктивные решения линейного объекта. Искусственные сооружения; Заказчик: Государственное казенное учреждение Московской области «Дирекция дорожного строительства»; Исполнитель: ; Проект: ; Объект: Строительство транспортной развязки в одном уровне на пересечении автомобильных дорог М-9 «Балтия» и «Аносино-Покровское» в городском округе Истра Московской области	6.133
D:\TEST_AI\63724\4-1-03 Технол. и констр. решения\Раздел ПД № 3 Подраздел ПД № 5 ТКР5_ШЗЭ.pdf	"Документация: Проектная документация; Раздел: Технологические и конструктивные решения линейного объекта. Искусственные сооружения; Заказчик: Государственное казенное учреждение Московской области «Дирекция дорожного строительства»; Исполнитель: ; Проект: ; Объект: Строительство транспортной развязки в одном уровне на пересечении автомобильных дорог М-9 ""Балтия"" и ""Аносино-Покровское"" в городском округе Истра Московской области"	6.266
D:\TEST_AI\63724\4-1-05 Проект орг. стр-ва\Раздел ПД № 5_ПОС.pdf	Документация: Проектная документация; Раздел: 5. Проект организации строительства; Заказчик: Государственное казенное учреждение Московской области «Дирекция дорожного строительства» ГКУ Московской области «ДДС»; Исполнитель: АО «РОСТ-PROJECT»; Проект: 0602-ПОС; Объект: Строительство транспортной развязки в одном уровне на пересечении автомобильных дорог М-9 «Балтия» и «Аносино-Покровское» в городском округе Истра Московской области	6.830
D:\TEST_AI\63724\4-1-06 Меропр. охр. окр.среды\Раздел ПД № 6 Подраздел ПД № 1 ООС1.pdf	Документация: Проектная документация; Раздел: 6 Мероприятия по охране окружающей среды; Заказчик: Государственное казенное учреждение Московской области «Дирекция дорожного строительства»; Исполнитель: Акционерное общество «РОСТ-Проект»; Проект: ; Объект: Строительство транспортной развязки в одном уровне на пересечении автомобильных дорог М-9 «Балтия» и «Аносино-Покровское» в городском округе Истра Московской области	6.201
D:\TEST_AI\63724\4-1-06 Меропр. охр. окр.среды\Раздел ПД № 6 Подраздел ПД № 2_ООС2.pdf	Документация: Проектная документация; Раздел: 6 Мероприятия по охране окружающей среды; Заказчик: Государственное казенное учреждение Московской области «Дирекция дорожного строительства» ГКУ Московской области «ДДС»; Исполнитель: Акционерное общество «РОСТ-Проект»; Проект: ; Объект: Строительство транспортной развязки в одном уровне на пересечении автомобильных дорог М-9 «Балтия» и «Аносино-Покровское» в городском округе Истра Московской области	6.283
D:\TEST_AI\63724\4-1-06 Меропр. охр. окр.среды\Раздел ПД № 6 Подраздел ПД № 3 ООС3_РЗ.pdf	Документация: Проектная документация; Раздел: Мероприятия по охране окружающей среды; Заказчик: Государственное казенное учреждение Московской области «Дирекция дорожного строительства» ГКУ Московской области «ДДС»; Исполнитель: ; Проект: ; Объект: Строительство транспортной развязки в одном уровне на пересечении автомобильных дорог М-9 «Балтия» и «Аносино-Покровское» в городском округе Истра Московской области	6.127
D:\TEST_AI\63724\4-1-06 Меропр. охр. окр.среды\Раздел ПД № 6 Подраздел ПД № 4_ООС4.pdf	Документация: Проектная документация; Раздел: 6, Мероприятия по охране окружающей среды; Подраздел 4, Дендрология; Заказчик: Государственное казенное учреждение Московской области «Дирекция дорожного строительства»; Исполнитель: АО «РОСТ-PROJECT»; Объект: Строительство транспортной развязки в одном уровне на пересечении автомобильных дорог М-9 «Балтия» и «Аносино-Покровское» в городском округе Истра Московской области	6.565
D:\TEST_AI\63724\4-1-07 Меропр. пожбезопасности\Раздел ПД № 7 ПБ.pdf	Документация: Проектная документация; Раздел: 7. Мероприятия по обеспечению пожарной безопасности; Заказчик: Государственное казенное учреждение Московской области «Дирекция дорожного строительства» ГКУ Московской области «ДДС»; Исполнитель: ; Проект: ; Объект: Строительство транспортной развязки в одном уровне на пересечении автомобильных дорог М-9 «Балтия» и «Аносино-Покровское» в городском округе Истра Московской области	6.221
D:\TEST_AI\63724\4-1-09-1 Пояс. зап. к сметн. док\Раздел ПД№9 Пояснительная записка.pdf	"Документация: Пояснительная записка; Раздел: пояснительная записка; Заказчик: ; Исполнитель: ; Проект: ; Объект: «Строительство транспортной развязки в одном уровне на пересечении автомобильных дорог М-9 ""Балтия"" и ""Аносино-Покровское"" в городском округе Истра Московской области»"	5.763
D:\TEST_AI\63724\4-1-09-3 Конъюнктурный анализ\Раздел ПД № 9 Подраздел ПД №4 СМ4_КА.pdf	"Документация: Приложение к приказу; Раздел: Сводная таблица результатов конъюнктурного анализа; Заказчик: ; Исполнитель: ; Проект: ; Объект: Строительство транспортной развязки в одном уровне на пересечении автомобильных дорог М-9 ""Балтия"" и ""Аносино-Покровское"" городском округе Истра Московской области"	7.920
D:\TEST_AI\63724\4-1-09-6-2 Сводный расчет\Раздел ПД № 9 Подраздел ПД № 1 СМ1_ССР.pdf	"Документация: Сводный сметный расчет; Раздел: Утверждение ССРСС; Заказчик: ГКУ Московской области «ДДС»; Исполнитель: ; Проект: № ССРСС-01; Объект: Строительство транспортной развязки в одном уровне на пересечении автомобильных дорог М-9 ""Балтия"" и ""Аносино-Покровское"" в городском округе Истра Московской области"	7.013
D:\TEST_AI\63724\4-1-09-6-5 Отдельные виды затрат\18 Заключение РостКонсалд.pdf	Документация: Отчет об оценке; Раздел: Заключение о стоимости; Заказчик: ООО «РОСТконсалт»; Исполнитель: не указан; Проект: Договор № 4042 от 21.11.2025 г.; Объект: строительство транспортной развязки в городском округе Истра Московской области	6.789
D:\TEST_AI\63724\4-1-10-3 Перечень меропр. ГОЧС\Раздел ПД № 10 Подраздел ПД № 1 ИД1_ГОЧС.pdf	Документация: Проектная документация; Раздел: Подраздел 1. Перечень мероприятий по гражданской обороне и чрезвычайным ситуациям; Заказчик: Государственное казенное учреждение Московской области «Дирекция дорожного строительства» ГКУ Московской области «ДДС»; Исполнитель: ; Проект: ; Объект: Строительство транспортной развязки в одном уровне на пересечении автомобильных дорог М-9 «Балтия» и «Аносино-Покровское» в городском округе Истра Московской области	6.797
D:\TEST_AI\63724\4-1-10-4 Иная документация\Раздел ПД № 10 Подраздел ПД № 2 ИД2.pdf	Документация: Проектная документация; Раздел: Иная документация; Заказчик: Государственное казенное учреждение Московской области «Дирекция дорожного строительства» ГКУ Московской области «ДДС»; Исполнитель: ; Проект: ; Объект: Строительство транспортной развязки в одном уровне на пересечении автомобильных дорог М-9 «Балтия» и «Аносино-Покровское» в городском округе Истра Московской области	5.627
D:\TEST_AI\63724\4-2-1-1 Инж- геодезические\Технический отчет_ИГДИ.pdf	Документация: Технический отчет; Раздел: результаты инженерно-геодезических изысканий для подготовки проектной документации; Заказчик: ГКУ Московской области «ДДС»; Исполнитель: ; Проект: ; Объект: строительство транспортной развязки в одном уровне на пересечении автомобильных дорог М-9 «Балтия» и «Аносино-Покровское» в городском округе Истра Московской области	5.453
D:\TEST_AI\63724\4-2-1-2 Инж-геологические\Технический отчет_ИГИ1.pdf	Документация: Технический отчёт; Раздел: по результатам инженерно-геологических изысканий для подготовки проектной документации; Заказчик: ГКУ Московской области «ДДС»; Исполнитель: ООО «ГЕКТАР ГРУПП ИНЖИНИРИНГ»; Проект: ИИ-45846967-ИГИ1; Объект: строительство транспортной развязки в одном уровне на пересечении автомобильных дорог М-9 «Балтия» и «Аносино-Покровское» в городском округе Истра Московской области.	7.550
D:\TEST_AI\63724\4-2-1-2 Инж-геологические\Технический отчет_ИГИ2.pdf	Документация: Технический отчёт; Раздел: Книга 2. Графическая часть; Заказчик: ГКУ Московской области «ДДС»; Исполнитель: ООО «ГЕКТАР ГРУПП ИНЖИНИРИНГ»; Проект: ИИ-45846967-ИГИ2; Объект: Строительство транспортной развязки в одном уровне на пересечении автомобильных дорог М-9 «Балтия» и «Аносино-Покровское» в городском округе Истра Московской области	6.911
D:\TEST_AI\63724\4-2-1-3 Инж-гидрометеоролог\Технический отчет_ИГМИ.pdf	Документация: Технический отчет; Раздел: результаты инженерно-гидрометеорологических изысканий для подготовки проектной документации; Заказчик: ГКУ Московской области «ДДС»; Исполнитель: ; Проект: 0602-ИгмМиИ; Объект: строительство транспортной развязки в одном уровне на пересечении автомобильных дорог М-9 «Балтия» и «Аносино-Покровское» в городском округе Истра Московской области	6.363
D:\TEST_AI\63724\4-2-1-4 Инж-экологические\Технический отчет_ИЭИ.pdf	Документация: Технический отчёт; Раздел: результаты инженерных изысканий для подготовки проектной документации; Заказчик: ГКУ Московской области «ДДС»; Исполнитель: ; Проект: 0602-ИЭи; Объект: строительство транспортной развязки в одном уровне на пересечении автомобильных дорог М-9 «Балтия» и «Аносино-Покровское» в городском округе Истра Московской области	5.726
D:\TEST_AI\63724\4-3-01 Задание на проектир-е\Подписи по контракту Аносино.pdf	"Документация: Электронный контракт; Раздел: 2 Стороны контракта; Заказчик: ГКУ Московской области ""ДДС""; Исполнитель: ; Проект: 1/2025-60; Объект:"	4.217
D:\TEST_AI\63724\4-3-02 Задание на выполн. ИИ\Техническое задание_ИГДИ.pdf	Документация: Техническое задание; Раздел: на выполнение инженерно-геодезических изысканий; Заказчик: ГКУ МО «Дирекция дорожного строительства»; Исполнитель: АО «Рост-Проект»; Проект: Договор №1282/1/2025-60/СП от 26.08.2025; Объект: Строительство транспортной развязки в одном уровне на пересечении автомобильных дорог М-9 «Балтия» и «Аносино-Покровское» в городском округе Истра Московской области	7.594
D:\TEST_AI\63724\4-3-02 Задание на выполн. ИИ\Техническое задание_ИГИ.pdf	Документация: Техническое задание; Раздел: на выполнение инженерно-геологических изысканий; Заказчик: ГКУ МО «Дирекция дорожного строительства»; Исполнитель: ООО «Роуд Групп» (с субподрядчиком АО «РОСТ-ПРОЕКТ»); Проект: Договор № ИИ-45846967 от 12.08.2025; Объект: Строительство транспортной развязки в одном уровне на пересечении автомобильных дорог М-9 «Балтия» и «Аносино-Покровское» в городском округе Истра Московской области	9.360
D:\TEST_AI\63724\4-3-02 Задание на выполн. ИИ\Техническое задание_ИГМИ.pdf	Документация: Техническое задание; Раздел: основание для выполнения работ; Заказчик: ГКУ МО «Дирекция дорожного строительства»; Исполнитель: Общество ограниченной ответственностью «Роуд Групп»; Проект: Договор №1282/1/2025-60/СП от 26.08.2025г.; Объект: Строительство транспортной развязки в одном уровне на пересечении автомобильных дорог М-9 «Балтия» и «Аносино-Покровское» в городском округе Истра Московской области	7.675
D:\TEST_AI\63724\4-3-02 Задание на выполн. ИИ\Техническое задание_ИЭИ.pdf	Документация: Техническое задание; Раздел: Общие сведения; Заказчик: Государственное казенное учреждение Московской области «Дирекция дорожного строительства»; Исполнитель: ; Проект: Договор №1282/1/2025-60/СП от 26 августа 2025г.; Объект: Строительство транспортной развязки в одном уровне на пересечении автомобильных дорог М-9 «Балтия» и «Аносино-Покровское» в городском округе Истра Московской области	7.268
D:\TEST_AI\63724\4-3-03 Программа ИИ\Программа работ ИГДИ.pdf	Документация: ИУЛ; Раздел: Согласование программы; Заказчик: ; Исполнитель: ; Проект: ; Объект: строительство транспортной развязки в одном уровне на пересечении автомобильных дорог М-9 «Балтия» и «Аносино-Покровское» в городском округе Истра Московской области	4.175
D:\TEST_AI\63724\4-3-03 Программа ИИ\Программа работ ИГИ.pdf	Документация: Программа работ; Раздел: Инженерно-геологические изыскания; Заказчик: не указано; Исполнитель: ГЕКТАР ГРУПП ИНЖИНИРИНГ; Проект: ИИ-45846967-ИГИ-ПР; Объект: Строительство транспортной развязки в одном уровне на пересечении автомобильных дорог М-9 «Балтия» и «Аносино-Покровское» в городском округе Истра Московской области	6.248
D:\TEST_AI\63724\4-3-03 Программа ИИ\Программа работ ИГМИ.pdf	Документация: Программа; Раздел: согласование программы изысканий; Заказчик: ; Исполнитель: ; Проект: ; Объект: Строительство транспортной развязки в одном уровне на пересечении автомобильных дорог М-9 «Балтия» и «Аносино-Покровское» в городском округе Истра Московской области	4.257
D:\TEST_AI\63724\4-3-03 Программа ИИ\Программа работ ИЭИ.pdf	Документация: Программа; Раздел: Утверждение программы; Заказчик: ; Исполнитель: ; Проект: ; Объект: Строительство транспортной развязки в одном уровне на пересечении автомобильных дорог М-9 «Балтия» и «Аносино-Покровское» в городском округе Истра Московской области	4.132
D:\TEST_AI\63724\4-3-05 Размещение ОКС\199_8.pdf	Документация: Постановление; Раздел: документация по планировке территории; Заказчик: Правительство Московской области; Исполнитель: Комитет по архитектуре и градостроительству Московской области; Проект: пересечение автомобильных дорог Аносино — Покровское и М-9 «Балтия» в городском округе Истра; Объект: городской округ Истра, Московская область	5.187
D:\TEST_AI\63724\4-3-06 ТУ инжсети\Постановление_829_Р_Освещение_Мосавтодор.pdf	Документация: Распоряжение; Раздел: Порядок выполнения работ по устройству линий наружного освещения на автомобильных дорогах общего пользования регионального или межмуниципального значения Московской области; Заказчик: Министерство транспорта и дорожной инфраструктуры Московской области; Исполнитель: не применимо; Проект: не применимо; Объект: автомобильные дороги общего пользования регионального или межмуниципального значения Московской области	5.152
D:\TEST_AI\63724\4-3-06 ТУ инжсети\Согласование_Мосавтодор.pdf	Документация: Заявление; Раздел: согласование проекта организации дорожного движения; Заказчик: ГБУ МО «Мосавтодор»; Исполнитель: ГКУ МО «ДДС» Шелюлев К. С.; Проект: строительство транспортной развязки на пересечении М-9 и Аносино — Покровское в городском округе Истра Московской области; Объект: автодорога регионального значения «Аносино — Покровское», км 2+585 – км 2+905 (лево)	7.154
D:\TEST_AI\63724\4-3-06 ТУ инжсети\Согласование_Мособлгаз_2022.pdf	Документация: Акт; Раздел: согласование проекта; Заказчик: филиал АО «Мособлгаз» «Северо-Запад»; Исполнитель: филиал АО «Мособлгаз» «Северо-Запад»; Проект: строительство транспортной развязки в одном уровне на пересечении автомобильных дорог М-9 «Балтия» и «Аносино-Покровское» в г.о. Истра; Объект: Московская область, г.о. Истра, автомагистраль М-9 «Балтия», км 42,5	8.677
D:\TEST_AI\63724\4-3-06 ТУ инжсети\Согласование_Мособлгаз_2025.pdf	Документация: Письмо; Раздел: согласование работ по объекту; Заказчик: ГКУ Московской области «ДДС»; Исполнитель: филиал АО «Мособлгаз» «Северо-Запад»; Проект: Строительство транспортной развязки в одном уровне на пересечении автомобильных дорог М-9 «Балтия» и «Аносино-Покровское» в м. о. Истра; Объект: Московская область, м. о. Истра, автомагистраль М-9 «Балтия», км 42,5	8.752
D:\TEST_AI\63724\4-3-06 ТУ инжсети\ТУ_Вымпелком о вводе кабелей ФОРТЭКС в БС.pdf	"Документация: письмо; Раздел: ответ на запрос; Заказчик: АО «РОСТ-ПРОЕКТ»; Исполнитель: не указан; Проект: Строительство транспортной развязки в одном уровне на пересечении автомобильных дорог М-9 ""Балтия"" и ""Аносино-Покровское"" в городском округе Истра Московской области; Объект: г. Москва, 127083"	5.798
D:\TEST_AI\63724\4-3-06 ТУ инжсети\ТУ_ГазпромТелеком_2025.pdf	Документация: Технические условия; Раздел: Переустройство линии связи; Заказчик: ООО «Газпром телеком»; Исполнитель: ГКУ Московской области «ДДС»; Проект: № ТУ-002/25- МСК; Объект: Строительство транспортной развязки в одном уровне на пересечении автомобильных дорог М-9 «Балтия» и «Аносино-Покровское» в городском округе Истра Московской области	6.236
D:\TEST_AI\63724\4-3-06 ТУ инжсети\ТУ_ГазпромтрансгазМосква.pdf	Документация: Технические условия; Раздел: Параллельное следование ВОЛС с газопроводами и кабелями; Заказчик: ЧОУ ДПО «Учебный центр ПАО «Газпром»; Исполнитель: ООО «Газпром трансгаз Москва»; Проект: не указан; Объект: автомобильная дорога М-9 «Балтия» в г. о. Истра Московской области	5.933
D:\TEST_AI\63724\4-3-06 ТУ инжсети\ТУ_Марафон.pdf	Документация: Проектная документация; Раздел: Утверждение проектной документации; Заказчик: ГКУ МО «Дирекция дорожного строительства»; Исполнитель: АО «РОСТ-ПРОЕКТ»; Проект: Договор №МТ СПС/ТУ-072/2022 от 31.10.2022 г.; Объект: Строительство транспортной развязки в одном уровне на пересечении автомобильных дорог М-9 «Балтия» и «Аносино-Покровское» в городском округе Истра Московской области	8.206
D:\TEST_AI\63724\4-3-06 ТУ инжсети\ТУ_Мосавтодор_104198293.pdf	"Документация: Согласие, содержащее технические требования и условия № 104198298; Раздел: Технические требования и условия; Заказчик: ГКУ МОСКОВСКОЙ ОБЛАСТИ ""ДДС""; Исполнитель: (наименование юридического лица или ФИО частного лица); Проект: Строительство транспортной развязки в одном овне на пересечении автомобильных дорог М-9 «Балтия» и «Аносино-Покровское» в городском округе Истра Московской области; Объект: а/д «Аносино - Покровское», У тех. категория, код дороги км 2+585 - км 2+905 (лево)."	11.025
D:\TEST_AI\63724\4-3-06 ТУ инжсети\ТУ_Мособлэнерго.pdf	"Документация: Технические условия; Раздел: Общие сведения; Заказчик: ГКУ Московской области «ДДС»; Исполнитель: АО «Мособлэнерго»; Проект: Строительство транспортной развязки в одном уровне на пересечении автомобильных дорог М-9 ""Балтия"" и Аносино-Покровское в городском округе Истра Московской области; Объект: Московская область, городской округ Истра"	6.557
D:\TEST_AI\63724\4-3-06 ТУ инжсети\ТУ_МТС_2022.pdf	Документация: Технические условия; Раздел: требования к проекту на пересечение и параллельное следование; Заказчик: ПАО «МТС»; Исполнитель: АО «РОСТ-ПРОЕКТ»; Проект: разработка рабочей документации по объекту; Объект: строительство транспортной развязки в одном уровне на пересечении а/д М-9 «Балтия» и «Аносино-Покровское» в г.о. Истра Московской области	7.552
D:\TEST_AI\63724\4-3-06 ТУ инжсети\ТУ_МТС_продление_2025_.pdf	"Документация: ИУЛ; Раздел: продление ТУ; Заказчик: ГКУ Московской области ""ДДС""; Исполнитель: ПАО ""МТС""; Проект: № М 01/0424и; Объект: Строительство транспортной развязки в одном уровне на пересечении а/д М-9 «Балтия» и «Аносино-Покровское» в г.о. Истра Московской области"	6.923
D:\TEST_AI\63724\4-3-06 ТУ инжсети\ТУ_Россети.pdf	Документация: Технические условия; Раздел: Технические требования; Заказчик: ГКУ Московской области «Дирекция дорожного строительства»; Исполнитель: Филиал ПАО «Россети Московский регион» - Западные электрические сети (ЗЭС - филиал Истринский РЭС); Проект: № И-25-00-529324/143/38; Объект: Строительство транспортной развязки в одном уровне на пересечении автодорог М-9 «Балтия» и «Аносино - Покровское» в городском округе Истра Московской области	9.386
D:\TEST_AI\63724\4-3-06 ТУ инжсети\ТУ_Самсон_2022.pdf	Документация: Технические условия; Раздел: технические условия для проектирования; Заказчик: ООО «САМСОН»; Исполнитель: АО «РОСТ-ПРОЕКТ»; Проект: строительство транспортной развязки в одном уровне на пересечении М-9 и Аносино-Покровское; Объект: пересечение автомобильных дорог М-9 «Балтия» и «Аносино-Покровское» в городском округе Истра Московской области	7.189
D:\TEST_AI\63724\4-3-06 ТУ инжсети\ТУ_Самсон_продление_2025.pdf	Документация: Заявление; Раздел: Прочие сведения; Заказчик: ГКУ Московской области «ДДС»; Исполнитель: ООО «САМСОН»; Проект: ; Объект:	3.229
D:\TEST_AI\63724\4-3-06 ТУ инжсети\ТУ_Точка подключения_Истринский РЭС.pdf	"Документация: Технические условия; Раздел: для технологического присоединения; Заказчик: ГКУ МО ""Дирекция дорожного строительства""; Исполнитель: ПАО «Россети Московский регион»; Проект: № 38-25-302-206125(479357); Объект: Комплеке объектов на земельном участке, 143582, Московская обл., Истра м.о., Покровскоед_, кадастровый номер: ;"	7.326
D:\TEST_AI\63724\4-3-06 ТУ инжсети\ТУ_Фортекс_2022.pdf	Документация: Технические условия; Раздел: технические условия на переустройство ВОЛС; Заказчик: АО «ФОРТЭКС»; Исполнитель: АО «РОСТ-PROJECT»; Проект: строительство транспортной развязки в одном уровне на пересечении М-9 и Аносино-Покровское в городском округе Истра Московской области; Объект: Московская область, городской округ Истра.	7.613
D:\TEST_AI\63724\4-3-06 ТУ инжсети\ТУ_ФОРТЭКС_продление_2025.pdf	Документация: ИУЛ; Раздел: продление технических условий; Заказчик: АО «ФОРТЭКС»; Исполнитель: АО «РОСТ-ПРОЕКТ»; Проект: Строительство транспортной развязки в одном уровне на пересечении автомобильных дорог М-9 «Балтия» и «Аносино-Покровское» в городском округе Истра Московской области; Объект: г. о. Красногорск, рп. Нахабино, ул. Школьная, д. 3.	8.169
D:\TEST_AI\63724\4-3-06 ТУ инжсети\ТУ_Центравтомагистраль.pdf	Документация: распоряжение; Раздел: технические требования и условия; Заказчик: ФКУ «Центравтомагистраль»; Исполнитель: не указан; Проект: реконструкция примыканий на ФАД М-9 «Балтия» (км 41+600, км 42+654); Объект: пересечение ФАД М-9 «Балтия» и дороги регионального значения «Аносино-Покровское», городской округ Истра.	8.179
D:\TEST_AI\63724\4-3-06 ТУ инжсети\ТУ_Цифра1_2022.pdf	Документация: Технические условия; Раздел: технические условия на проведение проектных и изыскательских работ; Заказчик: ГКУ Московской области «ДДС»; Исполнитель: АО «РОСТ-ПРОЕКТ»; Проект: №777/ВК от 15.11.2022 г.; Объект: Строительство транспортной развязки в одном уровне на пересечении автомобильных дорог М-9 «Балтия» и «Аносино-Покровское» в городском округе Истра Московской области.	7.818
D:\TEST_AI\63724\4-3-06 ТУ инжсети\ТУ_Цифра1_продление_2025.pdf	Документация: письмо; Раздел: продление ТУ; Заказчик: ООО «Цифра Один»; Исполнитель: ГКУ Московской области «ДДС»; Проект: строительство транспортной развязки в одном уровне на пересечении автомобильных дорог М-9 «Балтия» и «Аносино-Покровское» в городском округе Истра Московской области; Объект: адрес не указан	5.267
D:\TEST_AI\63724\4-3-08 Полномочия заявителя\02 Лучкин.pdf	Документ: Доверенность; ФИО: Сидоров Олег Владиславович; Дата: 07.12.2026	2.743
D:\TEST_AI\63724\4-3-09 Выписка реестра СРО\НОПРИЗ Иванов.pdf	Документация: Уведомление; Раздел: Национальный реестр специалистов; Заказчик: Ассоциация саморегулируемых организаций...; Исполнитель: Иванов Виталий Геннадьевич; Проект: ; Объект:	3.416
D:\TEST_AI\63724\4-3-09 Выписка реестра СРО\НОПРИЗ Машанов.pdf	Документация: Уведомление; Раздел: Национальный реестр специалистов; Заказчик: Ассоциация саморегулируемых организаций общероссийская негосударственная некоммерческая организация — общероссийское межотраслевое объединение работодателей «Национальное объединение саморегулируемых организаций, основанных на членстве лиц, выполняющих инженерные изыскания, и саморегулируемых организаций, основанных на членстве лиц, осуществляющих подготовку проектной документации»; Исполнитель: НОПРИЗ; Проект: ; Объект:	7.748
D:\TEST_AI\63724\4-3-09 Выписка реестра СРО\НОПРИЗ Поминова.pdf	Документация: Уведомление; Раздел: Национальный реестр специалистов; Заказчик: «Национальное объединение изыскателей и проектировщиков» «НОПРИЗ»; Исполнитель: Поминова Елена Николаевна; Проект: ; Объект:	4.266
D:\TEST_AI\63724\4-3-09 Выписка реестра СРО\СРО_Гектар Групп Инжиниринг_Изыскания.pdf	"Документация: Выписка; Раздел: сведения о члене СРО; Заказчик: ; Исполнитель: Ассоциация инженеров- изыскателей ""СтройИзыскания""; Проект: И-033-007710949491-0423; Объект: ООО «ГЕКТАР ГРУПП ИНЖИНИРИНГ»"	6.598
D:\TEST_AI\63724\4-3-09 Выписка реестра СРО\СРО_РОСТ-ПРОЕКТ_Изыскания.pdf	"Документация: Справка СРО; Раздел: сведения о члене саморегулируемой организации; Заказчик: Ассоциация ""Национальный Альянс изыскателей ""Геоцентр""; Исполнитель: Акционерное общество ""РОСТ-PROJECT""; Проект: ; Объект: не указан"	4.979
